"id","cost","value"
425,"cost1",0.112997282517615
426,"cost1",0.129150818255891
427,"cost1",0.129282269536421
428,"cost1",0.143443080951469
429,"cost1",0.122515404143304
430,"cost1",0.133661704277982
431,"cost1",0.105233864153095
432,"cost1",0.130699376776811
433,"cost1",0.123662209622317
434,"cost1",0.125598717045493
435,"cost1",0.129761621587249
436,"cost1",0.121443718583703
437,"cost1",0.127488845040054
438,"cost1",0.148965488308356
439,"cost1",0.127053702684978
440,"cost1",0.13762388224604
441,"cost1",0.112121503222744
442,"cost1",0.134822325406744
443,"cost1",0.110203435890749
444,"cost1",0.131107723606027
445,"cost1",0.111015368111508
446,"cost1",0.135132227459449
447,"cost1",0.142547710925402
448,"cost1",0.126536798409599
449,"cost1",0.13737632774521
450,"cost1",0.144490701702853
451,"cost1",0.150129970034213
452,"cost1",0.130955571378106
453,"cost1",0.117564509575182
454,"cost1",0.131681765838938
455,"cost1",0.123810523363562
456,"cost1",0.128575126690682
457,"cost1",0.132244533429295
458,"cost1",0.119806335022381
459,"cost1",0.13882445671569
460,"cost1",0.132633598742275
461,"cost1",0.116229628686963
462,"cost1",0.132731302527082
463,"cost1",0.131516392755408
464,"cost1",0.129311947547221
465,"cost1",0.113322053083988
466,"cost1",0.120570171240989
467,"cost1",0.15003974920852
468,"cost1",0.141606337996003
469,"cost1",0.139840330825689
470,"cost1",0.1221129850199
471,"cost1",0.111137890433721
472,"cost1",0.124322564723908
473,"cost1",0.124685571731761
474,"cost1",0.118656082118127
475,"cost1",0.143290824962435
476,"cost1",0.141748211278985
477,"cost1",0.136081833313815
478,"cost1",0.134539942201892
479,"cost1",0.130718643480111
480,"cost1",0.12983227547892
481,"cost1",0.127824865578428
482,"cost1",0.1255922538647
483,"cost1",0.134352645609744
484,"cost1",0.157968950361708
485,"cost1",0.120434428900092
486,"cost1",0.123240643943692
487,"cost1",0.134701298929036
488,"cost1",0.130910389502202
489,"cost1",0.128952698328872
490,"cost1",0.122670578559191
491,"cost1",0.115635843604712
492,"cost1",0.119721811849261
493,"cost1",0.140897564670621
494,"cost1",0.137885027334532
495,"cost1",0.109440466421112
496,"cost1",0.135524843165764
497,"cost1",0.119185583218729
498,"cost1",0.116249388302368
499,"cost1",0.128319534451901
500,"cost1",0.129737403692015
501,"cost1",0.129560929837515
502,"cost1",0.11489078113406
503,"cost1",0.118643755555424
504,"cost1",0.122594627613982
505,"cost1",0.145516713804976
506,"cost1",0.12250007667383
507,"cost1",0.130041199061392
508,"cost1",0.126151488125482
509,"cost1",0.131522534108889
510,"cost1",0.143326736531115
511,"cost1",0.135178226732494
512,"cost1",0.137576489118099
513,"cost1",0.119994893510409
514,"cost1",0.12005758196395
515,"cost1",0.115173693417326
516,"cost1",0.126127393353574
517,"cost1",0.117746018822627
518,"cost1",0.110643697398535
519,"cost1",0.142630643762757
520,"cost1",0.132131156361551
521,"cost1",0.125667119305732
522,"cost1",0.105888851295357
523,"cost1",0.147235864791192
524,"cost1",0.12324304674701
525,"cost1",0.143649680101559
526,"cost1",0.135052712458706
527,"cost1",0.133684879939372
528,"cost1",0.139402527945617
529,"cost1",0.132026859843529
530,"cost1",0.125059825042398
531,"cost1",0.115499810079016
532,"cost1",0.128724424655842
533,"cost1",0.129771369822343
534,"cost1",0.123103440907123
535,"cost1",0.131724456276588
536,"cost1",0.109208154165649
537,"cost1",0.117709868786614
538,"cost1",0.132197339868389
539,"cost1",0.137267145579987
540,"cost1",0.133232648700201
541,"cost1",0.140903057123695
542,"cost1",0.131166656731969
543,"cost1",0.112457284573976
544,"cost1",0.1169104106086
545,"cost1",0.110110287616275
546,"cost1",0.134812472758445
547,"cost1",0.139911039171937
548,"cost1",0.128891864901925
549,"cost1",0.126927970753148
550,"cost1",0.137733748311493
551,"cost1",0.124059839950233
552,"cost1",0.126085944922533
553,"cost1",0.121425361997009
554,"cost1",0.142960893935585
555,"cost1",0.138033920069581
556,"cost1",0.121628958014682
557,"cost1",0.139333121622863
558,"cost1",0.107983974991529
559,"cost1",0.129269846370715
560,"cost1",0.122218729370087
561,"cost1",0.136963453319535
562,"cost1",0.133345734558272
563,"cost1",0.112218161156601
564,"cost1",0.138687745295918
565,"cost1",0.144264840851441
566,"cost1",0.129931565801191
567,"cost1",0.137443641593355
568,"cost1",0.139500132738872
569,"cost1",0.142654165663543
570,"cost1",0.137079153173117
571,"cost1",0.131741074023062
572,"cost1",0.12333547322063
573,"cost1",0.114436342466579
574,"cost1",0.122664910928821
575,"cost1",0.13002514293564
576,"cost1",0.114940881580092
577,"cost1",0.117460533165257
578,"cost1",0.130178334389461
579,"cost1",0.133775724908706
580,"cost1",0.122309796320061
581,"cost1",0.154309181683353
582,"cost1",0.122114467097135
583,"cost1",0.151308915486734
584,"cost1",0.143424745732935
585,"cost1",0.128208165456725
586,"cost1",0.130940849823712
587,"cost1",0.119739203035421
588,"cost1",0.144750001428098
589,"cost1",0.11885246319592
590,"cost1",0.136349058633141
591,"cost1",0.151674039169891
592,"cost1",0.142839968299286
593,"cost1",0.142688536511729
594,"cost1",0.121479267137235
595,"cost1",0.135514456469088
596,"cost1",0.144957243858781
597,"cost1",0.103836888301078
598,"cost1",0.131314956537109
599,"cost1",0.112143067770611
600,"cost1",0.123563455366012
601,"cost1",0.124027624578948
602,"cost1",0.134044798209811
603,"cost1",0.132478457476943
604,"cost1",0.139269837187951
605,"cost1",0.13517024546073
606,"cost1",0.141253741812292
607,"cost1",0.112969901988714
608,"cost1",0.140709657702446
609,"cost1",0.129082411342257
610,"cost1",0.125770458907724
611,"cost1",0.421883078211793
612,"cost1",0.119684032617291
613,"cost1",0.128565180347066
614,"cost1",0.139776747554532
615,"cost1",0.126302276996549
616,"cost1",0.130115421395001
617,"cost1",0.136717288633123
618,"cost1",0.115876330643268
619,"cost1",0.126719381069673
620,"cost1",0.117166262785032
621,"cost1",0.143655050987875
622,"cost1",0.135943482900703
623,"cost1",0.123638567121271
624,"cost1",0.114551948366123
625,"cost1",0.114826911184833
626,"cost1",0.130809279330582
627,"cost1",0.132194667000353
628,"cost1",0.146097955720378
629,"cost1",0.128588216069478
630,"cost1",0.118679179603193
631,"cost1",0.138830924194616
632,"cost1",0.124171355521427
633,"cost1",0.128147360194547
634,"cost1",0.123408908362503
635,"cost1",0.122169486045572
636,"cost1",0.144183480648376
637,"cost1",0.12368084431896
638,"cost1",0.126665673473215
639,"cost1",0.143724398706479
640,"cost1",0.13176002332787
641,"cost1",0.137490339014452
642,"cost1",0.119552677870028
643,"cost1",0.114494346525349
644,"cost1",0.132767114128121
645,"cost1",0.122144011684508
646,"cost1",0.137036282128628
647,"cost1",0.124729310979374
648,"cost1",0.128714608084402
649,"cost1",0.112115936876664
650,"cost1",0.124055503248644
651,"cost1",0.125491335256385
652,"cost1",0.112761554226078
653,"cost1",0.132407924741888
654,"cost1",0.142406600022936
655,"cost1",0.130008533489181
656,"cost1",0.106982346210881
657,"cost1",0.118382003238411
658,"cost1",0.147474874734899
659,"cost1",0.127197276903718
660,"cost1",0.133468748022553
661,"cost1",0.130036838270754
662,"cost1",0.122360922504351
663,"cost1",0.13026391123916
664,"cost1",0.119142364255538
665,"cost1",0.123517962646426
666,"cost1",0.126688348544501
667,"cost1",0.139423739998476
668,"cost1",0.133209611529472
669,"cost1",0.131514082394227
670,"cost1",0.112893515143823
671,"cost1",0.132947196594332
672,"cost1",0.115066231507612
673,"cost1",0.135524806851022
674,"cost1",0.148079326712577
675,"cost1",0.138540833160865
676,"cost1",0.113485519465075
677,"cost1",0.138566717425925
678,"cost1",0.132030019183244
679,"cost1",0.129817973694171
680,"cost1",0.127219401179858
681,"cost1",0.132162745932652
682,"cost1",0.135929328716273
683,"cost1",0.112875434975852
684,"cost1",0.147691733627588
685,"cost1",0.130929896804723
686,"cost1",0.120722565096685
687,"cost1",0.135760355839311
688,"cost1",0.119756051419227
689,"cost1",0.15302777398359
690,"cost1",0.128987915620439
691,"cost1",0.138738478171298
692,"cost1",0.124355598712466
693,"cost1",0.147011613036182
694,"cost1",0.120867609936941
695,"cost1",0.127078587268994
696,"cost1",0.132867441955181
697,"cost1",0.114025151387375
698,"cost1",0.121956970545638
699,"cost1",0.119955066761523
700,"cost1",0.127314413560718
701,"cost1",0.143774642382765
702,"cost1",0.121193160844899
703,"cost1",0.150002244953737
704,"cost1",0.132784909178529
705,"cost1",0.139392567245705
706,"cost1",0.120121155263288
707,"cost1",0.13036338294578
708,"cost1",0.129592234019391
709,"cost1",0.131253333100989
710,"cost1",0.121936327680665
711,"cost1",0.129873398824015
712,"cost1",0.12437145876825
713,"cost1",0.134824790522282
714,"cost1",0.133439927322025
715,"cost1",0.110189407444454
716,"cost1",0.137018575885614
717,"cost1",0.131785027730323
718,"cost1",0.123606693575744
719,"cost1",0.125156041927299
720,"cost1",0.124471436483574
721,"cost1",0.127737586285577
722,"cost1",0.135026015536731
723,"cost1",0.13993346000231
724,"cost1",0.135504821720487
725,"cost1",0.126291002245215
726,"cost1",0.131620391112449
727,"cost1",0.148992934746273
728,"cost1",0.132704090355484
729,"cost1",0.140528757066242
730,"cost1",0.13132542578976
731,"cost1",0.128588421480705
732,"cost1",0.133178648826973
733,"cost1",0.127588124987076
734,"cost1",0.126685782654542
735,"cost1",0.112872965253095
736,"cost1",0.114974345726462
737,"cost1",0.119320506301183
738,"cost1",0.120866593200382
739,"cost1",0.129432156045351
740,"cost1",0.127210431829398
741,"cost1",0.120865700798071
742,"cost1",0.143390047467579
743,"cost1",0.137486459669888
744,"cost1",0.141650732648225
745,"cost1",0.148866464857442
746,"cost1",0.124863421382613
747,"cost1",0.13747967807137
748,"cost1",0.118458375687454
749,"cost1",0.133753279861248
750,"cost1",0.120313621824703
751,"cost1",0.146704030330763
752,"cost1",0.128660408584067
753,"cost1",0.128958436235065
754,"cost1",0.122428802275843
755,"cost1",0.125929294577041
756,"cost1",0.139022543971565
757,"cost1",0.139307550798946
758,"cost1",0.129845416499831
759,"cost1",0.142261916486421
760,"cost1",0.120576390082629
761,"cost1",0.116490024340535
762,"cost1",0.12594472708768
763,"cost1",0.115243660348088
764,"cost1",0.122074170684142
765,"cost1",0.14234551417815
766,"cost1",0.143509486758929
767,"cost1",0.125554219208134
768,"cost1",0.133146759569759
769,"cost1",0.136220340220256
770,"cost1",0.133715806963574
771,"cost1",0.133852052405305
772,"cost1",0.136400950722403
773,"cost1",0.130659413498769
774,"cost1",0.104596261786885
775,"cost1",0.120070487091928
776,"cost1",0.13236555749259
777,"cost1",0.105808867356017
778,"cost1",0.125548480751147
779,"cost1",0.137240868065794
780,"cost1",0.139362652870578
781,"cost1",0.135383689801296
782,"cost1",0.13881019469851
783,"cost1",0.134619434894712
784,"cost1",0.120795242581549
785,"cost1",0.114162801356895
786,"cost1",0.114725391404129
787,"cost1",0.139339667480621
788,"cost1",0.128634115686215
789,"cost1",0.144977062764866
790,"cost1",0.122619885155733
791,"cost1",0.129858085233145
792,"cost1",0.122575772367383
793,"cost1",0.117025064844484
794,"cost1",0.124637318740471
795,"cost1",0.100797805944269
796,"cost1",0.14808268621475
797,"cost1",0.145908969496328
798,"cost1",0.12057270624809
799,"cost1",0.137597233098977
800,"cost1",0.138229044061217
801,"cost1",0.145236764262026
802,"cost1",0.124478285902549
803,"cost1",0.131379632641097
804,"cost1",0.144886005665469
805,"cost1",0.131853532516483
806,"cost1",0.120505087312785
807,"cost1",0.135898915033634
808,"cost1",0.116340269482541
809,"cost1",0.114985953024624
810,"cost1",0.136712941197973
811,"cost1",0.130478623224948
812,"cost1",0.134206928238295
813,"cost1",0.115023193089887
814,"cost1",0.130350807886294
815,"cost1",0.125289798218113
816,"cost1",0.114884170771623
817,"cost1",0.115610745147811
818,"cost1",0.116858287324376
819,"cost1",0.134705383719373
820,"cost1",0.139130108203565
821,"cost1",0.121317815622277
822,"cost1",0.136168061734797
823,"cost1",0.117744138229241
824,"cost1",0.105658932467106
825,"cost1",0.126066941378246
826,"cost1",0.122165393288481
827,"cost1",0.131484715894331
828,"cost1",0.129714209688993
829,"cost1",0.140447876558031
830,"cost1",0.120262780746913
831,"cost1",0.122676672233903
832,"cost1",0.127460032437945
833,"cost1",0.126484692465414
834,"cost1",0.138447733397838
835,"cost1",0.127720644766046
836,"cost1",0.139736607842991
837,"cost1",0.128943568739539
838,"cost1",0.104495605435864
839,"cost1",0.126599668556195
840,"cost1",0.132303806591116
841,"cost1",0.120392409664836
842,"cost1",0.129077011252533
843,"cost1",0.138806829493897
844,"cost1",0.133367644556946
845,"cost1",0.113091335232856
846,"cost1",0.121900927765255
847,"cost1",0.122015857902836
848,"cost1",0.132724530621688
849,"cost1",0.132263546007853
850,"cost1",0.134230560496804
851,"cost1",0.127365954385102
852,"cost1",0.129883089838169
853,"cost1",0.142151058102194
854,"cost1",0.115729329286191
855,"cost1",0.133791679592077
856,"cost1",0.113523438034499
857,"cost1",0.136238892904504
858,"cost1",0.132420261304841
859,"cost1",0.122149037360618
860,"cost1",0.14676626270644
861,"cost1",0.124357454306592
862,"cost1",0.133989294732542
863,"cost1",0.135753508005863
864,"cost1",0.136912108767995
865,"cost1",0.125431814827007
866,"cost1",0.121945749959429
867,"cost1",0.140066613791021
868,"cost1",0.132022723678872
869,"cost1",0.116240395128893
870,"cost1",0.123340225472833
871,"cost1",0.1246369848256
872,"cost1",0.130142823687491
873,"cost1",0.150349236925782
874,"cost1",0.132910351429545
875,"cost1",0.143292955977174
876,"cost1",0.117057989614809
877,"cost1",0.134111848577531
878,"cost1",0.120504814551739
879,"cost1",0.125801673889275
880,"cost1",0.141386042309003
881,"cost1",0.142144942936289
882,"cost1",0.130079048291997
883,"cost1",0.128977112727391
884,"cost1",0.146565872921375
885,"cost1",0.123271439755114
886,"cost1",0.13517841041538
887,"cost1",0.119423576777223
888,"cost1",0.115390258590455
889,"cost1",0.138363712767304
890,"cost1",0.13910681669329
891,"cost1",0.127222932522725
892,"cost1",0.122177782595894
893,"cost1",0.129244585439059
894,"cost1",0.137794378972372
895,"cost1",0.131791291605991
896,"cost1",0.13718304485558
897,"cost1",0.129312656651692
898,"cost1",0.128306988194525
899,"cost1",0.123350625749931
900,"cost1",0.117314969187345
901,"cost1",0.142067907990786
902,"cost1",0.127033264808194
903,"cost1",0.130628799951866
904,"cost1",0.136876900499305
905,"cost1",0.125910553854112
906,"cost1",0.150918758803583
907,"cost1",0.146329219114761
908,"cost1",0.143340311984016
909,"cost1",0.125464052918853
910,"cost1",0.14315857902051
911,"cost1",0.127706867746609
912,"cost1",0.12588880357763
913,"cost1",0.12052734462726
914,"cost1",0.116789717496255
915,"cost1",0.128237085437185
916,"cost1",0.120698746780017
917,"cost1",0.106726119585498
918,"cost1",0.140943477320831
919,"cost1",0.137446546940964
920,"cost1",0.109873381767007
921,"cost1",0.127448621551654
922,"cost1",0.122779912794893
923,"cost1",0.117178046462477
924,"cost1",0.108709365673409
925,"cost1",0.143176199442175
926,"cost1",0.126141550931026
927,"cost1",0.135771921655801
928,"cost1",0.135925585668375
929,"cost1",0.143698713507415
930,"cost1",0.135949834510735
931,"cost1",0.127970329872598
932,"cost1",0.121377997690125
